id,title,artist_name,genres,year,language,path,language,rhythmic_density,num_notes,total_duration,avg_ioi,stdev_ioi,nPVI,periodicity,lz_complexity,norm_lz_complexity
11660,Fleet Street,Misc Traditional,folk,,,/mxl/17/56/QmZzetSFhg34PEopZkaRpZySGRXbBD52SAA76nRnidD4JT.mxl,English,0.22058823529411764,15.0,68.0,1.3061224489795917,0.6129247925584165,22.22222222222222,7.244897959183674,9.0,0.6
11661,the foggy dew,Misc Traditional,folk,,,/mxl/17/56/QmZzxtU2CqJYDYULFWLAe7EhZDgxkS99QG2ssor832FbTz.mxl,English,1.2321428571428572,69.0,56.0,0.7794117647058824,0.36764705882352955,30.042016806722692,7.794117647058823,27.0,0.391304347826087
11662,O christmas night!,Misc Traditional,folk,,,/mxl/17/7/QmZ8F4c5VDS76qURZkKjzFm5qA4eBDMH5WXZohncbLw5ZP.mxl,English,1.140625,146.0,128.0,0.8505747126436781,0.6538199389872218,15.025226120378752,2.496551724137931,55.0,0.3767123287671233
11663,Somerset Carol,Misc Traditional,folk,,,/mxl/17/53/QmZX2paaKK8kfQeq3J63SGhoHv6suWDSF8QWHynZkR49Fw.mxl,English,1.7076923076923076,111.0,65.0,0.5545454545454546,0.6005507114514094,12.971342383107093,4.581818181818182,40.0,0.36036036036036034
11664,There Came Three Kings From Far Away,Misc Traditional,folk,,,/mxl/17/12/QmZBtE4RSohVYRVqFYe4kuWkJepLNuhfmnZKEmpdMkhWt2.mxl,English,1.35,54.0,40.0,0.7452830188679245,0.2852116312798297,15.022461814914646,1.471698113207547,20.0,0.37037037037037035
11665,And Shall We Now Turn Back?,Misc Traditional,folk,,,/mxl/17/12/QmZBecAW6ZDJ6VWA7LDwq1bxbByEf5SgahjuAf3KE5GtGQ.mxl,No Lyrics,0.04411764705882353,3.0,68.0,1.1851851851851851,0.6547285010986549,53.33333333333333,7.111111111111111,3.0,1.0
11666,Sing O earth and Heaven,Misc Traditional,folk,,,/mxl/17/12/QmZBZVxJ8RfDvzSRSJR1anrKB1N85wPsRnGRVLbco1vdRu.mxl,,,,,,,,,,
11667,the sound of silence,Simon & Garfunkel,folk,,,/mxl/11/11/QmTb3QZei16j2mrD1aT6KWhaJDLkLdDknqmxz3gZ9pM8y6.mxl,French,1.0862068965517242,189.0,174.0,0.7288135593220338,0.8440822611244461,26.19385342789598,3.347457627118644,63.0,0.3333333333333333
11668,Malta,Misc Traditional,folk,,,/mxl/11/11/QmTb7bLDx3dTP7uAmGfnj2nBsmM9pS2D8MCS21pbvfDfvs.mxl,No Lyrics,0.029411764705882353,3.0,102.0,1.6,0.6110100926607785,9.275362318840584,3.2,2.0,0.6666666666666666
11669,Lo the clouds of night are rending,Misc Traditional,folk,,,/mxl/11/11/QmTbjhc2ZxKMRhy8FTsA4UFVzsdkW1BtJmEs1szcSP8H7w.mxl,English,0.5625,18.0,32.0,0.875,0.39528470752104744,20.392156862745093,15.46875,13.0,0.7222222222222222
11670,riders on the storm,The Doors,rock,,,/mxl/11/30/QmTLzontjh1Zp9STH4JvUaxb9cNexuPMHSaVog1gjw33Cs.mxl,Portuguese,1.0862068965517242,378.0,348.0,0.7627494456762753,0.9767124261452841,10.81904761904764,3.884700665188472,102.0,0.2698412698412698
11671,Happy Birthday to You,Misc Traditional,folk,,,/mxl/11/30/QmTLVZ2mYKdcB4sbcDX488tTQEb7AYbypDHSUHrCNZ667e.mxl,English,0.875,21.0,24.0,1.1,0.3,22.342342342342345,,9.0,0.42857142857142855
11672,have yourself a merry little christmas,Judy Garland,pop,,,/mxl/11/30/QmTLvkWsUGw81G5aycqJSGBgFddGbhMkR8PjAxeAQHJFGx.mxl,English,0.8026315789473685,122.0,152.0,0.7512437810945274,0.7147597761386021,27.291092745638213,1.7014925373134329,39.0,0.319672131147541
11673,The Black Decree,Misc Traditional,folk,,,/mxl/11/30/QmTLHR9iUvxfn55X4gWce7AVx4idfaPxfw4HJYy9HLsWm1.mxl,English,1.488888888888889,67.0,45.0,0.6515151515151515,0.27482359313965216,32.52525252525253,1.9545454545454546,26.0,0.3880597014925373
11674,sweet caroline,Dave Matthews Band,rock,,,/mxl/11/44/QmTtJsHMot8Ma4cu5gothpVvGd37BUrJVBK2adNCW7Ewva.mxl,English,0.49528301886792453,210.0,424.0,1.8564593301435406,2.7996870808606995,30.1658927207938,5.777511961722488,101.0,0.48095238095238096
11675,Magnificat Anima mea Domini,Misc Traditional,folk,,,/mxl/11/44/QmTtQgTup51Tz96bqmnjHMpnE6k7B6AtqS7grA3FDtzGd4.mxl,Romanian,0.3274021352313167,92.0,281.0,2.4513274336283186,1.3034409901913904,47.32632446918162,9.5929203539823,43.0,0.4673913043478261
11676,i wonder as i wander,Misc Traditional,folk,,,/mxl/11/29/QmTK9FWKcawXHYsUkU9JTWz5UukvPVrfH31h5Evmcnvr4T.mxl,English,1.9166666666666667,46.0,24.0,0.40350877192982454,0.25544245225545686,24.0,2.7938596491228074,21.0,0.45652173913043476
11677,Andachtsjodler,Misc Traditional,folk,,,/mxl/11/4/QmT5VMem3t4sGgEsMfvrWHkpLrDVN8g1zmMT1XBGeKpxMd.mxl,Unknown Language,1.125,36.0,32.0,0.8,1.063686312513502,31.02803738317758,10.285714285714285,17.0,0.4722222222222222
11678,Happy Birthday to You,Misc Traditional,folk,,,/mxl/11/4/QmT53pgis4R4hYzTWjiQ4rKadRrKLcpTtEbSApQ439ZExh.mxl,English,0.8928571428571429,25.0,28.0,0.9166666666666666,0.39965262694272674,49.1147741147741,5.5,15.0,0.6
11679,quiet ballad of ed,Ed Sheeran,folk,,,/mxl/11/4/QmT5uZewisUCA5xyQQ2JXDG5fV66uYEqU4FeMqh493Atbh.mxl,English,1.1078066914498141,447.0,403.5,0.880846325167038,0.8556119970666354,17.82788439038436,4.496659242761694,137.0,0.30648769574944074
11680,s' Lära Brett,Misc Traditional,folk,,,/mxl/11/35/QmToEVWTP1A74iRawtSQTW9V8AmphCY2vFxTZiWdQuZjAW.mxl,Unknown Language,1.6944444444444444,61.0,36.0,0.5,0.14433756729740643,4.320873236535887,1.0,23.0,0.3770491803278688
11681,Bile Them Cabbage Down,Misc Traditional,folk,,,/mxl/11/35/QmToT2zrzy1F6S3ZQi22BvwqrRghSK45GKf5diUXs8dWWq.mxl,English,1.5,24.0,16.0,0.4375,0.3903123748998999,25.03401360544217,1.3125,12.0,0.5
11682,scarborough fair,Misc Traditional,folk,,,/mxl/11/35/QmTovHdjAgJ3u5QihYk93a1Smgb4Q71jLLKMZJT7bRMpRj.mxl,English,1.625,39.0,24.0,0.42592592592592593,0.3389445410689468,22.807017543859647,1.2777777777777777,15.0,0.38461538461538464
11683,Friendly Beasts,Misc Traditional,folk,,,/mxl/11/35/QmTonTgnpPnWxFiLFTFDrc5BgpvBiXezorANz9dtzKvmVM.mxl,English,0.7083333333333334,34.0,48.0,1.3636363636363635,0.6188053895958223,18.181818181818183,2.6666666666666665,16.0,0.47058823529411764
11684,INFANT PRAISE (English),Misc Traditional,folk,,,/mxl/11/35/QmToExCoib5rCcDQAVDNQvLBtd38ahtkniwK9xUguVKYvw.mxl,English,0.2846153846153846,37.0,130.0,1.3846153846153846,1.0138516566743563,43.431180691454685,11.461538461538462,18.0,0.4864864864864865
11685,doomsday,Murray Gold,rock,,,/mxl/11/35/QmToxYhcQNu6ceJ76vtvkFFtu5vxAJkcp8M9BJR1UydY7y.mxl,Finnish,0.287109375,147.0,512.0,3.1780821917808217,14.749824671122731,4.902662299487706,8.595890410958905,61.0,0.41496598639455784
11686,Lamb Whose Blood For All Men Streamed,Misc Traditional,folk,,,/mxl/11/32/QmTMp4FzbSHDpKwj3FxVB9iuNySF6BST4eje8YenGeS7Pf.mxl,No Lyrics,0.19753086419753085,8.0,40.5,1.0285714285714285,0.8361720358092511,25.59139784946236,5.571428571428571,6.0,0.75
11687,break the ice,Britney Spears,pop,,,/mxl/11/32/QmTMDuaNSKoaxKz7it1VG67boNWMnNTd84TnJyxGLzyNpB.mxl,English,1.0930232558139534,376.0,344.0,0.812,3.281105911122039,21.08434309378343,1.5140000000000002,88.0,0.23404255319148937
11688,Hark! I hear Hope sweetly singing,Misc Traditional,folk,,,/mxl/11/32/QmTMXc24e1ELdhJ9EpRjQLsfz1Ez9JGLJ2pDbqepRcG5ek.mxl,English,0.078125,5.0,64.0,1.0163934426229508,0.4523817943130041,32.38095238095239,4.131147540983607,4.0,0.8
11689,The Babe in Bethlem's manger laid,Misc Traditional,folk,,,/mxl/11/10/QmTAfBaM9q6UitHEE4oKjEPCnHjLP9TdFdfxHNPCTZXe62.mxl,English,1.0923076923076922,71.0,65.0,0.6391752577319587,0.5952659807526619,27.483958122255988,5.690721649484535,27.0,0.38028169014084506
11690,leave out all the rest,Linkin Park,rock,,,/mxl/11/10/QmTAZ6A8z4vBFgQwpN5STorC5osK59XKQV6o1WWJ9vaGc5.mxl,English,0.582089552238806,156.0,268.0,0.6330935251798561,0.5550904809959987,8.632374941716431,3.6079136690647484,53.0,0.33974358974358976
11691,La crudele che non sente non vede non parlaComposer: Barbara Strozzi,Misc Traditional,folk,,,/mxl/11/10/QmTA9e6TGVAQainpKGwWDWp3mGpVk2Pzd8Q38JDMHcX7Sr.mxl,Italian,0.5590551181102362,142.0,254.0,1.6879432624113475,1.978867975602707,39.78277202353813,6.042553191489362,61.0,0.4295774647887324
11692,There Is No Rose Of Such Virtue,Misc Traditional,folk,,,/mxl/11/40/QmTreccxScxdjBNJYNyrxveAHN3wXyggNx2uH59ZKNRujj.mxl,English,1.8518518518518519,50.0,27.0,0.5306122448979592,0.3558284851869936,39.358600583090386,1.5306122448979593,30.0,0.6
11693,Arfau,Misc Traditional,folk,,,/mxl/11/48/QmTvsbvV9aw6xD8woRNm3pfZxLTtzkakyscaupLjBGskFJ.mxl,English,1.2647058823529411,86.0,68.0,0.7529411764705882,0.38823529411764685,11.642651296829964,1.5058823529411764,31.0,0.36046511627906974
11694,home,One Direction,pop,,,/mxl/11/40/QmTrtx84AnKvZJ9JHHxJFuhs3cwwh6ZDDEgPwQqWgb7x4V.mxl,English,2.5153846153846153,654.0,260.0,0.3732771822358346,0.1785863616307623,23.39895959437723,1.1083460949464012,143.0,0.21865443425076453
11695,GLORIA (French),Misc Traditional,folk,,,/mxl/11/48/QmTvT6dsBQuLksUSi5y7J1R6WDFVy5PoEsw2jLrrjPfjkG.mxl,English,1.0238095238095237,86.0,84.0,0.6896551724137931,0.5479396062783003,34.40054035798713,5.344827586206896,39.0,0.45348837209302323
11696,you are my sunshine,Misc Traditional,folk,,,/mxl/11/48/QmTvcqpyT9nezszUXLwcw29xMWYTX7LVLeJPKdwLQpRGwe.mxl,English,0.6875,44.0,64.0,1.26,0.8674099376880574,49.922480620155056,4.96,21.0,0.4772727272727273
11697,Oira,Misc Traditional,folk,,,/mxl/11/48/QmTvGq8yhJJE5qUatKWgzqbxP6mwjiEsBSUGUEmUd1TkTB.mxl,Italian,2.075,83.0,40.0,0.4105263157894737,0.24038288940356276,29.581881533101058,1.231578947368421,32.0,0.3855421686746988
11698,EXETER (Plymouth Collection),Misc Traditional,folk,,,/mxl/11/38/QmTqRMaSueyi4PKLZpLpxpWNayabto63RHfbMFfgMV6vTo.mxl,No Lyrics,0.8,24.0,30.0,0.6666666666666666,0.41785544701867244,30.915750915750934,1.619047619047619,15.0,0.625
11699,Amazing Grace - New Britain tune,Misc Traditional,folk,,,/mxl/11/38/QmTqz2bPZSxriQPj8vyvWXSGzx3QBj2v8CP9hZou5AWw3Q.mxl,English,0.4418604651162791,19.0,43.0,1.0512820512820513,0.7578213695452126,36.26373626373625,2.41025641025641,12.0,0.631578947368421
11700,No Time To Die,Billie Eilish,pop,,,/mxl/11/37/QmTPXLjSqjXZc9zZaC8PNN57NizwG3ZbiFpG1uK94s4eNw.mxl,,,,,,,,,,
11701,Itlan Hewi Soprano 1 (solo playback),Misc Traditional,folk,,,/mxl/11/37/QmTPVGUi5kzab5SsW5W3sKVb5d1AQuN6igVCNrfusKcH2n.mxl,Welsh,1.2404580152671756,325.0,262.0,0.7129629629629629,0.5707790743489788,32.160489393604955,6.263888888888888,116.0,0.3569230769230769
11702,Little Children Can You Tell,Misc Traditional,folk,,,/mxl/11/26/QmTjLnySbEUwKaXiQGEeBNJrvvq5TJtEBZdwypFLCUySEn.mxl,English,1.0909090909090908,36.0,33.0,0.8571428571428571,0.3697765458727081,25.605442176870746,1.7142857142857142,18.0,0.5
11703,Vassr\aafela,Misc Traditional,folk,,,/mxl/11/26/QmTjpeNDBcAYk6HxC38Bm1Rgig9dchLabJ6UNwjrGJ4mGu.mxl,Italian,1.5238095238095237,32.0,21.0,0.4418604651162791,0.4966082907921541,39.35483870967741,0.813953488372093,16.0,0.5
11704,Froggie Went A Courtin',Misc Traditional,folk,,,/mxl/11/26/QmTjAPvXNufENZrSGR7K8ASxA3QeNmKKDZ8f1jTu9QEHUZ.mxl,English,0.9230769230769231,48.0,52.0,0.9245283018867925,0.837765595256352,42.168186423505574,2.660377358490566,22.0,0.4583333333333333
11705,This Is The Winter Morn,Misc Traditional,folk,,,/mxl/11/22/QmTGqiWwhMJNjY4AaoppLyUTiMMgr2L9R4xuiiTGHFAKRC.mxl,No Lyrics,0.4,40.0,100.0,1.1294117647058823,0.7864774076874477,22.68486256291135,2.2705882352941176,22.0,0.55
11706,The Cry Of The Heathen,Misc Traditional,folk,,,/mxl/11/6/QmT7h4uAcNAKiqt9LJN7ReMp526heFE7fUWkhhyDqMg9pk.mxl,No Lyrics,0.11764705882352941,4.0,34.0,0.7441860465116279,0.41933076558737137,37.706511175898925,2.9767441860465116,3.0,0.75
11707,Mon beau sapin,Misc Traditional,folk,,,/mxl/11/6/QmT7THJfGypxXhCJwMVXX3QaMWudLfVkcRiF6f2xihmGC1.mxl,French,1.0454545454545454,46.0,44.0,0.6333333333333333,0.5542763049438628,31.07134840468173,1.25,26.0,0.5652173913043478
11708,all by myself,Eric Carmen,rock,,,/mxl/11/6/QmT7td1tta5p3HTQU9gRHz1euDFDi419fcVmzzbUwsCjYY.mxl,English,0.13306451612903225,66.0,496.0,5.9,40.91534529695713,27.91493683375025,3.138461538461539,36.0,0.5454545454545454
11709,The House of the Rising Sun,Misc Traditional,folk,,,/mxl/11/6/QmT7W77gD6rYmpkfM9Fv2HGuCdjw253F9tBcrwn9tks7mT.mxl,English,0.8125,39.0,48.0,0.8518518518518519,0.842338178929197,35.38847117794485,3.3333333333333335,22.0,0.5641025641025641
11710,See the hosts of ill camped along the hill,Misc Traditional,folk,,,/mxl/11/6/QmT7MscABqwmGxidKJfaL6CEiJwn2aS8kDrjRaWBXqtfvU.mxl,No Lyrics,0.2647058823529412,18.0,68.0,0.8205128205128205,0.5046219642055935,21.032776747062456,2.4423076923076925,11.0,0.6111111111111112
11711,Sonny's Dream,Ron Hynes,folk,,,/mxl/11/23/QmThoJVhXtENMCmRTx73Cre9qxorK3wEC6UqXAVkBeBFuw.mxl,English,0.6076555023923444,254.0,418.0,1.3986486486486487,1.1404116425177653,13.438735177865599,5.135135135135135,66.0,0.25984251968503935
11712,resistance,Muse,rock,,,/mxl/11/24/QmTHALrupG3NSZWvWFdJrHwTfLVWie9WHR7QqKTRCrExCC.mxl,English,0.6066176470588235,330.0,544.0,1.5075987841945293,2.876589117951015,17.528380917831072,5.4939209726443785,117.0,0.35454545454545455
11713,Jerusalem arise,Misc Traditional,folk,,,/mxl/11/24/QmTHDCgU2Tz8ePaS5eXsXjZmeWgZVdeUB8QDAehndtc8Et.mxl,English,0.28125,9.0,32.0,0.9354838709677419,0.6317147105666497,39.99999999999999,2.064516129032258,6.0,0.6666666666666666
11714,Bonjoer,Misc Traditional,folk,,,/mxl/11/15/QmTdesjAbxLQCCraq2rkJogT1zr8RUELMnYExuNYmxE4sr.mxl,French,0.8,72.0,90.0,1.2535211267605635,0.7014734966162789,34.03085177733064,3.5704225352112675,33.0,0.4583333333333333
11715,nine point eight,Mili,pop,,,/mxl/11/54/QmTyHLvC2fciiFSZ5BWGdBRWigAAVoQqKHgewd1KZzPTVp.mxl,English,1.932,483.0,250.0,0.36617647058823527,0.323931067520837,12.71423496059338,1.6819852941176472,42.0,0.08695652173913043
11716,Swing low sweet chariot,Misc Traditional,folk,,,/mxl/11/54/QmTyamjDWbWCJHv7vmPLRuDQgpLc1cbccpd1fWA2eHaA9s.mxl,English,1.109375,71.0,64.0,0.6666666666666666,0.6790516262487789,51.96371882086167,2.6666666666666665,34.0,0.4788732394366197
11717,on my way home,Pentatonix,pop,,,/mxl/11/54/QmTyPEVbzwZg8v2CXsgV88oBMDkSquhVM8rqb7NphRRaKM.mxl,English,1.0142857142857142,284.0,280.0,0.8084745762711865,0.7863858835382356,23.732436228689473,2.2347457627118645,104.0,0.36619718309859156
11718,What soul inspiring music,Misc Traditional,folk,,,/mxl/11/28/QmTkxRjVH13Fu2iL4o5J79TbV5maSZmE6pEVDRAh4yVjwS.mxl,English,0.32786885245901637,20.0,61.0,0.7160493827160493,0.43700913630686045,17.054263565891475,3.037037037037037,11.0,0.55
11719,the water is wide,Misc Traditional,folk,,,/mxl/11/28/QmTkFVAwvGuU1anvHSDDBPJyT3Gq9dFTGm9iAxjtS9K4yv.mxl,French,0.8409090909090909,37.0,44.0,1.1111111111111112,0.9060836905722268,38.96825396825396,4.111111111111111,20.0,0.5405405405405406
11720,she used to be mine,Sara Bareilles,pop,,,/mxl/11/28/QmTk8UREALcZKCc26MFhQHfvxRN8AABcfMtyRFBLWGrwgf.mxl,English,0.8516377649325626,442.0,519.0,1.1326530612244898,1.2301621262897613,18.064537658090487,3.473922902494331,155.0,0.3506787330316742
11721,all my senses,Mando Diao,rock,,,/mxl/11/28/QmTk9LYbabuBoj4kJdzmuLXCgiEbmnyxrubTFwVk5CSjCT.mxl,Persian,0.5370370370370371,174.0,324.0,1.8497109826589588,3.2701214842079884,39.113528430087435,10.520231213872828,77.0,0.4425287356321839
11722,telescope,Cage the Elephant,rock,,,/mxl/11/25/QmTi6ST2RrU4rwHPWtjs35iPgo1rebaymPyBZoV3oZGWgt.mxl,English,1.1293103448275863,393.0,348.0,0.8048469387755102,2.078541231258508,23.82398251921626,1.1326530612244898,123.0,0.31297709923664124
11723,siúil a rún,Misc Traditional,folk,,,/mxl/11/55/QmTYWCVcmVDAHhLAHPvoRih91gmVDt4kfNGsAKHfyKSwN9.mxl,English,1.087248322147651,162.0,149.0,0.9006211180124224,0.6226069111126294,34.331065759637205,2.608695652173913,63.0,0.3888888888888889
11724,on top of old smokey,Misc Traditional,folk,,,/mxl/11/55/QmTYKJriS2KsyyyWfpmNd5DQ8ToraSZPjBWqhDLMNGzSik.mxl,English,0.6206896551724138,90.0,145.0,1.4059405940594059,1.0213388400398296,36.945996275605175,7.029702970297029,35.0,0.3888888888888889
11725,thunderstruck,AC/DC,rock,,,/mxl/11/55/QmTYqGcEqTYnEZNoyWP7zcV4yvLvXU4XiwFZgAAvcBuL3T.mxl,English,0.8075221238938053,365.0,452.0,1.1826923076923077,1.5924797181057646,15.745742781099855,2.8076923076923075,89.0,0.24383561643835616
11726,Hark the bells! hark the bells!,Misc Traditional,folk,,,/mxl/11/36/QmTpaeeHKWsj2cCWBRNAsE73ZQ55j8oUSj142HebRTsuQh.mxl,No Lyrics,0.20238095238095238,17.0,84.0,0.5714285714285714,0.2201576429631776,22.222222222222218,1.7571428571428571,11.0,0.6470588235294118
11727,Carol for New Years Day,Misc Traditional,folk,,,/mxl/11/36/QmTpTZtHxbPmqYVhhfpZrXegC7EUnau7wmaFA9dUnRdD1r.mxl,English,1.5490196078431373,79.0,51.0,0.6153846153846154,0.2584851942776404,13.463048301757983,1.1987179487179487,33.0,0.4177215189873418
11728,Noua azi ne-a rasarit,Misc Traditional,folk,,,/mxl/11/43/QmTSEuhiPV7xWr16EPiGMGmUurQirNia7nMaAoxA6Lpv1x.mxl,Romanian,0.6481481481481481,70.0,108.0,1.164835164835165,0.6159730310875392,28.792270531400966,2.3736263736263736,29.0,0.4142857142857143
11729,Greensleeves,Misc Traditional,folk,,,/mxl/11/43/QmTSFWsbGARJn9ErBYG7PoRSdL8Wo73P6TW5N3MiLuhfHQ.mxl,English,1.046875,67.0,64.0,0.75,0.5428101483418094,25.28138528138528,1.4761904761904763,31.0,0.4626865671641791
11730,Farmer In The Dell,Misc Traditional,folk,,,/mxl/11/18/QmTE5sN6vLNVfp8DoLueCzaSQzk7Bimgdqq7ScbjXHZBBz.mxl,English,1.0204081632653061,25.0,24.5,0.7962962962962963,0.5814932765965771,30.396825396825403,1.5925925925925926,14.0,0.56
11731,after the ball,Misc Traditional,folk,,,/mxl/11/18/QmTEc2k2ER8rQ1njtYYJiMNVspYEzZCZeEsEjddc6EFXQ1.mxl,English,0.5729166666666666,55.0,96.0,1.2236842105263157,1.0984281138652814,29.50617283950617,3.671052631578947,27.0,0.4909090909090909
11732,Tomorrow Shall Be My Dancing Day,Misc Traditional,folk,,,/mxl/11/31/QmTmG8mpZsZiHri9UKzXxhARVWfCuGKsrd3WWLfpPxbCxt.mxl,English,0.45308924485125857,198.0,437.0,2.203045685279188,5.367640480496261,10.383314543404712,4.385786802030457,39.0,0.19696969696969696
11733,The House of the Rising Sun,Misc Traditional,folk,,,/mxl/11/31/QmTmQiCfxuPedaC2hYbYprLLVAXZmSSUHkZECv2CESbfsP.mxl,English,1.0,33.0,33.0,0.6195652173913043,0.6962746309386267,39.387626262626256,1.8260869565217388,19.0,0.5757575757575758
11734,the skye boat song,Misc Traditional,folk,,,/mxl/11/31/QmTm1up5DWFCA47NH3F1Nv2xvL8Q5VApJEuw2KnEERZGf1.mxl,English,0.6458333333333334,62.0,96.0,1.0941176470588236,1.0131317713699284,26.19828259172521,3.282352941176471,26.0,0.41935483870967744
11735,where did you sleep last night,Nirvana,rock,,,/mxl/11/52/QmTxx3e2RTAiTxQ4x8x9iDpE75QXZH8fVvX82iHepnEbQs.mxl,English,0.8163265306122449,120.0,147.0,1.1932773109243697,0.9462647569922183,27.981669655309823,3.2142857142857144,52.0,0.43333333333333335
11736,Swing low sweet chariot,Misc Traditional,folk,,,/mxl/11/52/QmTxJGkKnD7Q8C72FQL7jPyYS1BUarfqw8XyL3o1QQhpWR.mxl,English,0.7216494845360825,35.0,48.5,0.5740740740740741,0.5121132151490679,48.21332862149189,5.62962962962963,25.0,0.7142857142857143
11737,There is a cross of heavy weight,Misc Traditional,folk,,,/mxl/11/52/QmTxkxEsZiwKfS2TGrmDUSp22oqcK1KVnadDQmMjEDDPxp.mxl,English,0.7058823529411765,48.0,68.0,0.6037735849056604,0.38526504679684476,27.585377585377557,1.4245283018867925,21.0,0.4375
11738,auld lang syne,Misc Traditional,folk,,,/mxl/11/52/QmTx5a4xw6Wj96sHWAbFQoiKmYmfAty8C41d47fLs4GMdK.mxl,English,1.78125,57.0,32.0,0.5446428571428571,0.2838948767068688,17.670068027210885,1.0892857142857142,24.0,0.42105263157894735
11739,Laoidh Sliochd nan Gaidheal,Misc Traditional,folk,,,/mxl/11/8/QmT9Bo29WV4N5rWKuq7DvtPyk3PcJ5uNKJt2UzmcBsreyJ.mxl,Gaelic,1.2623376623376623,486.0,385.0,0.784394250513347,1.9423738076996366,12.470599575862764,8.04517453798768,130.0,0.2674897119341564
11740,Go and tell Jesus weary sin-sick soul,Misc Traditional,folk,,,/mxl/11/8/QmT99TyuKtebhXESmF8exHsRjmDZUacvSaCHpwz58Yx88e.mxl,No Lyrics,0.5426356589147286,35.0,64.5,0.7352941176470589,0.3879678223021449,25.76441102756892,2.223529411764706,18.0,0.5142857142857142
11741,No Hay Dios,Misc Traditional,folk,,,/mxl/11/50/QmTwiKgUmw4htbYvNseSHf7tytJq1h7wHvi8eLb2E4gtMo.mxl,English,1.8914728682170543,244.0,129.0,0.51440329218107,0.6741847339286273,27.57672834755311,5.061728395061729,94.0,0.38524590163934425
11742,Jesu Der Du Meine Seele,Misc Traditional,folk,,,/mxl/11/50/QmTwKZiMu3rp7N6QMxtLNTgvVC4rcWuVuLavzS3sWNLdyi.mxl,No Lyrics,0.07352941176470588,5.0,68.0,1.032258064516129,0.29608967339815834,12.777777777777771,4.290322580645161,5.0,1.0
11743,The Hills of Connemara,Misc Traditional,folk,,,/mxl/11/50/QmTwQedV5J78PgmYck4F8WqaqebG4Y8EWNkqs7QzNwJBWb.mxl,English,1.0729166666666667,103.0,96.0,0.7230769230769231,0.5300999124313861,27.908496732026137,1.4153846153846155,44.0,0.42718446601941745
11744,les comediens,Charles Aznavour,pop,,,/mxl/11/50/QmTwVqhdfZsEHCoPqfqQzP7nEh6nGTagDrry8SpphEZhDz.mxl,French,0.6931818181818182,122.0,176.0,1.0,1.6619557076509435,15.963347763347782,5.92741935483871,43.0,0.3524590163934426
11745,Ives (Plymouth Collection),Misc Traditional,folk,,,/mxl/11/42/QmTsQCgScAUHR5ewB5eurvyyMQKpwEc6JVkieNSfxMbJkZ.mxl,Swedish,0.796875,51.0,64.0,0.7209302325581395,0.5437523117448355,46.16161616161619,1.7674418604651163,24.0,0.47058823529411764
11746,La Pernette,Misc Traditional,folk,,,/mxl/11/47/QmTUVUEK4rRFzE4HkWKeHH5pQbRPR1mkgo1Qe4vM6gERmr.mxl,French,1.4285714285714286,45.0,31.5,0.6704545454545454,0.7005937564453799,40.064935064935064,1.875,25.0,0.5555555555555556
11747,They leave the land of gems and gold,Misc Traditional,folk,,,/mxl/11/47/QmTU3wGLpAHAJY35yE7CbPbKvjdqPkjrABr7vjeZfffK8k.mxl,English,0.7058823529411765,48.0,68.0,0.6470588235294118,0.3677450849708049,18.14333814333814,3.7745098039215685,25.0,0.5208333333333334
11748,Ach Wir,Misc Traditional,folk,,,/mxl/11/47/QmTUvqDRZP3r1F2mRSDBMZo9WS9iN6wnaGmK4hyNXuYdqn.mxl,No Lyrics,0.03125,2.0,64.0,1.3953488372093024,0.8109579429843119,47.68627450980389,6.976744186046512,2.0,1.0
11749,phineas and ferb theme,Bowling for Soup,rock,,,/mxl/11/47/QmTUzvzsVKzDSui63tFCrs6PBchjUHKaEeEvfgjYaVsnRV.mxl,English,1.1861111111111111,427.0,360.0,0.7426160337552743,0.8554502078038878,25.316978034582906,2.123549578059072,157.0,0.36768149882903983
11750,Cradled All Lowly,Misc Traditional,folk,,,/mxl/11/41/QmTR5mfnnh5eCqTzdB2pGiAXKJtrP27fsrNCRp4yjCHhXW.mxl,No Lyrics,0.07407407407407407,4.0,54.0,0.8947368421052632,0.4658216858719914,27.23646723646723,6.5394736842105265,4.0,1.0
11751,suo gan,Misc Traditional,folk,,,/mxl/11/41/QmTRZKvWyRVgEGSjDN3AMULcRe1yyg3APhhypdRpqyHh4s.mxl,English,0.953125,61.0,64.0,0.775,0.5857687256929993,16.253968253968257,1.55,30.0,0.4918032786885246
11752,Shepherds Keeping Watch By Night,Misc Traditional,folk,,,/mxl/11/41/QmTRSFHsCJ6AauJy7xeAqJdFEeWUyWh762EZfmDMasCFEQ.mxl,,,,,,,,,,
11753,Careless Love,John Jacob Niles,folk,,,/mxl/11/1/QmT2pXj5YHAzRMjrz2GEv1MPwJLwHUzmWEYeVjUBfJRzuq.mxl,English,0.578125,111.0,192.0,1.2402597402597402,1.1859852324106048,34.76190476190474,4.909090909090909,46.0,0.4144144144144144
11754,Sing To The Lord A New Melodious Song,Misc Traditional,folk,,,/mxl/11/1/QmT24F9zu1n6RVCYfJ89VgsokZd4q3Ndbn5movpNCGuq5W.mxl,English,1.1896551724137931,69.0,58.0,0.8088235294117647,0.8259549364786347,25.298013245033108,1.4264705882352942,32.0,0.463768115942029
